station_id,station_full,station_municipality,station_location,station_latitude,station_longitude,altitude_mslm,date,precipitazione,pressione,temperatura,umidit_relativa
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-15,0,,3.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-16,0,,2.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-17,0,,1.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-18,0,,1.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-19,0,,-0.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-20,0,,0.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-21,0,,1.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-22,0,,2.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-23,0,,1.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-24,0,,1.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-25,0,,4.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-26,0,,,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-27,0,,,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-02-28,0,,5.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-01,0,,1.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-02,0,,0.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-03,0,,1.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-04,0.4,,-0.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-05,0,,-0.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-06,0,,-0.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-07,9.2,,0.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-08,0,,-0.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-09,1.2,,2.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-10,0,,6.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-11,0,,-2.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-12,0,,-3.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-13,0,,-1.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-14,9.6,,-1.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-15,3.8,,4.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-16,0,,5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-17,,,,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-18,,,,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-19,0,,-3.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-20,0,,-3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-21,0,,0.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-22,0,,3.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-23,0,,5.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-24,0,,5.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-25,0,,2.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-26,0,,-0.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-27,0,,-0.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-28,0,,-0.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-29,0,,0.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-30,0,,3.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-03-31,0,,3.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-01,0,,3.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-02,,,1.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-03,,,-0.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-04,,,-1.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-05,0,,0.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-06,0.6,,0.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-07,20.6,,-0.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-08,0,,0.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-09,0,,1.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-10,0.6,,1.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-11,2,,2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-12,0,,2.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-13,0,,1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-14,0,,-0.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-15,0,,0.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-16,0,,1.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-17,0,,3.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-18,0,,4.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-19,0.2,,3.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-20,0,,5.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-21,0,,6.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-22,0,,4.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-23,21.2,,1.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-24,19.4,,2.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-25,2,,2.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-26,7.2,,2.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-27,0,,4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-28,0,,1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-29,0,,2.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-04-30,0,,5.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-01,0,,6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-02,2.2,,4.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-03,2.2,,3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-04,0.8,,2.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-05,0,,-0.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-06,0,,1.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-07,0,,2.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-08,16.8,,0.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-09,0,,3.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-10,0,,6.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-11,0,,6.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-12,0,,5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-13,0,,6.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-14,1.2,,5.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-15,0.2,,2.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-16,11,,3.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-17,10.6,,1.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-18,2.8,,2.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-19,7.2,,3.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-20,3,,5.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-21,0,,7.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-22,0,,8.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-23,0,,9.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-24,1.6,,8.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-25,5.6,,7.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-26,1.8,,7.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-27,0.4,,6.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-28,2,,6.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-29,0,,5.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-30,0,,7.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-05-31,0,,9.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-01,0,,11.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-02,0,,12.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-03,,,12.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-04,8,,12.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-05,,,9.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-06,0,,8.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-07,0,,9.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-08,0,,10.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-09,,,9.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-10,,,9.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-11,1.6,,7.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-12,9.2,,8.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-13,0,,9.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-14,6.2,,11.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-15,1.8,,11.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-16,0,,11.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-17,0,,12.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-18,11.4,,12.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-19,1.2,,11.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-20,2.6,,11.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-21,16.6,,10.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-22,15.4,,9.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-23,0,,12.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-24,0,,15.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-25,0,,17.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-26,0,,19.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-27,0,,21.5,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-28,0,,20.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-29,0,,17.1,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-06-30,1,,16.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-01,8.4,,16.4,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-02,4.2,,14,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-03,5.4,,13.6,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-04,14.8,,13.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-05,0,,15.3,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-06,0,,16.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-07,0,,15.8,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-08,0,,14.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-09,3.4,,13.7,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-10,0,,13.9,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-11,0.2,,12.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-12,0,,14.2,
3550,Gressoney-la-Trinit - D'Ejola,Gressoney-la-Trinit,D'Ejola,45.8561,7.81496,1837,2019-07-13,0,,13.9,
